ResponseId,id,Age,Race,secular1_4religious,Eng,Eng_2_TEXT,Emp_status,Income,Education,Gender,pol_party,pol_party_4_TEXT,polSocConservative1_7liberal,polEconConservative1_7liberal,self1_other0,private1_public0,MG_1,MG_2,Rating_1,Rating_2,Rating_3,Rating_4,Rating_5,Rating_6,Rating_7,Rating_8,Rating_9,Rating_10,vignette_1,vignette_2,vignette_3,vignette_4,vignette_5,vignette_6,vignette_7,vignette_8,vignette_9,vignette_10,vignette_11,vignette_12,vignette_13,vignette_14,vignette_15,vignette_16,vignette_17
R_2rIMeR9Lb3kylzU,3,52,White or Caucasian,2,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Democrat,NA,5,5,0,1,5,7,4,5,4,5,6,6,5,6,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2rIMeR9Lb3kylzU,3,52,White or Caucasian,2,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Democrat,NA,5,5,0,1,5,7,7,7,5,7,6,4,6,5,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R_2rIMeR9Lb3kylzU,3,52,White or Caucasian,2,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Democrat,NA,5,5,0,1,6,5,6,4,7,5,6,5,5,7,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R_2rIMeR9Lb3kylzU,3,52,White or Caucasian,2,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Democrat,NA,5,5,0,1,7,6,6,4,7,7,4,5,6,7,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R_2rIMeR9Lb3kylzU,3,52,White or Caucasian,2,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Democrat,NA,5,5,0,1,7,6,5,5,7,6,7,5,7,7,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R_0iC9h5zSKiyZaRb,4,31,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$30,000 - $39,999",Bachelor's degree,Female,Democrat,NA,7,7,0,0,6,5,6,6,6,2,2,2,2,3,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_0iC9h5zSKiyZaRb,4,31,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$30,000 - $39,999",Bachelor's degree,Female,Democrat,NA,7,7,0,0,7,6,6,6,6,2,3,3,3,5,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_0iC9h5zSKiyZaRb,4,31,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$30,000 - $39,999",Bachelor's degree,Female,Democrat,NA,7,7,0,0,6,5,5,5,5,6,7,7,5,5,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R_0iC9h5zSKiyZaRb,4,31,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$30,000 - $39,999",Bachelor's degree,Female,Democrat,NA,7,7,0,0,7,5,6,6,6,2,2,2,2,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_0iC9h5zSKiyZaRb,4,31,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$30,000 - $39,999",Bachelor's degree,Female,Democrat,NA,7,7,0,0,5,3,5,5,5,6,7,7,7,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_2DTVRarcUGeQd6s,5,48,White or Caucasian,1,English,NA,Unable to work,"$20,000 - $29,999",Some College,Female,Democrat,NA,6,5,1,0,3,4,4,2,4,2,1,1,2,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2DTVRarcUGeQd6s,5,48,White or Caucasian,1,English,NA,Unable to work,"$20,000 - $29,999",Some College,Female,Democrat,NA,6,5,1,0,6,6,5,5,5,3,3,3,3,3,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2DTVRarcUGeQd6s,5,48,White or Caucasian,1,English,NA,Unable to work,"$20,000 - $29,999",Some College,Female,Democrat,NA,6,5,1,0,7,6,3,6,5,5,5,5,5,6,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_2DTVRarcUGeQd6s,5,48,White or Caucasian,1,English,NA,Unable to work,"$20,000 - $29,999",Some College,Female,Democrat,NA,6,5,1,0,2,3,3,5,3,6,6,6,6,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_2DTVRarcUGeQd6s,5,48,White or Caucasian,1,English,NA,Unable to work,"$20,000 - $29,999",Some College,Female,Democrat,NA,6,5,1,0,5,3,5,2,5,5,2,3,6,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_1GwCpFKuy5cjlrM,6,59,White or Caucasian,4,English,NA,Self-employed,"$100,000 - $149,999",Some College,Female,Independent,NA,2,1,0,0,4,4,4,4,4,5,5,5,5,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_1GwCpFKuy5cjlrM,6,59,White or Caucasian,4,English,NA,Self-employed,"$100,000 - $149,999",Some College,Female,Independent,NA,2,1,0,0,6,4,6,5,5,4,4,4,5,5,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R_1GwCpFKuy5cjlrM,6,59,White or Caucasian,4,English,NA,Self-employed,"$100,000 - $149,999",Some College,Female,Independent,NA,2,1,0,0,NA,4,4,4,4,4,4,6,5,5,4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_1GwCpFKuy5cjlrM,6,59,White or Caucasian,4,English,NA,Self-employed,"$100,000 - $149,999",Some College,Female,Independent,NA,2,1,0,0,6,4,4,4,4,4,5,5,6,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R_1GwCpFKuy5cjlrM,6,59,White or Caucasian,4,English,NA,Self-employed,"$100,000 - $149,999",Some College,Female,Independent,NA,2,1,0,0,6,4,4,4,4,4,5,5,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R_1lfY0iaMoAtSCke,7,35,Other,2,English,NA,Employed full time (30 hours or more a week),"$20,000 - $29,999",Bachelor's degree,Female,Democrat,NA,6,5,1,1,7,7,7,6,6,1,1,1,1,4,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_1lfY0iaMoAtSCke,7,35,Other,2,English,NA,Employed full time (30 hours or more a week),"$20,000 - $29,999",Bachelor's degree,Female,Democrat,NA,6,5,1,1,6,5,6,6,6,1,1,2,1,3,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_1lfY0iaMoAtSCke,7,35,Other,2,English,NA,Employed full time (30 hours or more a week),"$20,000 - $29,999",Bachelor's degree,Female,Democrat,NA,6,5,1,1,7,6,6,6,6,1,1,1,1,4,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_1lfY0iaMoAtSCke,7,35,Other,2,English,NA,Employed full time (30 hours or more a week),"$20,000 - $29,999",Bachelor's degree,Female,Democrat,NA,6,5,1,1,4,5,4,5,4,2,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_1lfY0iaMoAtSCke,7,35,Other,2,English,NA,Employed full time (30 hours or more a week),"$20,000 - $29,999",Bachelor's degree,Female,Democrat,NA,6,5,1,1,6,6,6,6,6,1,1,4,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R_3GvQfgTUo3jhPK8,8,35,"Black or African American,Asian",3,English,NA,Employed full time (30 hours or more a week),"$74,999- $99,999",Bachelor's degree,Female,Independent,NA,4,4,0,1,5,4,7,7,7,4,4,4,1,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3GvQfgTUo3jhPK8,8,35,"Black or African American,Asian",3,English,NA,Employed full time (30 hours or more a week),"$74,999- $99,999",Bachelor's degree,Female,Independent,NA,4,4,0,1,7,7,7,7,7,1,1,1,1,6,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R_3GvQfgTUo3jhPK8,8,35,"Black or African American,Asian",3,English,NA,Employed full time (30 hours or more a week),"$74,999- $99,999",Bachelor's degree,Female,Independent,NA,4,4,0,1,7,7,7,7,7,1,1,1,1,4,4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_3GvQfgTUo3jhPK8,8,35,"Black or African American,Asian",3,English,NA,Employed full time (30 hours or more a week),"$74,999- $99,999",Bachelor's degree,Female,Independent,NA,4,4,0,1,6,4,7,7,7,1,1,1,1,7,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R_3GvQfgTUo3jhPK8,8,35,"Black or African American,Asian",3,English,NA,Employed full time (30 hours or more a week),"$74,999- $99,999",Bachelor's degree,Female,Independent,NA,4,4,0,1,7,7,7,7,7,1,1,1,1,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_22X6IQ39I7rADId,9,45,White or Caucasian,2,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Independent,NA,5,5,1,1,6,6,5,5,5,4,5,5,6,5,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_22X6IQ39I7rADId,9,45,White or Caucasian,2,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Independent,NA,5,5,1,1,6,6,6,5,6,3,3,3,3,3,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_22X6IQ39I7rADId,9,45,White or Caucasian,2,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Independent,NA,5,5,1,1,6,6,4,6,6,5,4,3,3,5,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_22X6IQ39I7rADId,9,45,White or Caucasian,2,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Independent,NA,5,5,1,1,6,6,6,4,6,3,3,3,3,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_22X6IQ39I7rADId,9,45,White or Caucasian,2,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Independent,NA,5,5,1,1,6,6,6,6,7,6,6,3,2,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R_3mlC0r2oNgUG3jx,10,48,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Republican,NA,2,2,0,1,7,7,5,5,6,1,1,3,3,6,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3mlC0r2oNgUG3jx,10,48,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Republican,NA,2,2,0,1,6,7,5,5,7,3,1,1,2,6,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R_3mlC0r2oNgUG3jx,10,48,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Republican,NA,2,2,0,1,6,6,5,6,6,5,3,5,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R_3mlC0r2oNgUG3jx,10,48,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Republican,NA,2,2,0,1,4,4,3,6,2,7,5,5,7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_3mlC0r2oNgUG3jx,10,48,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Republican,NA,2,2,0,1,6,5,5,5,5,2,2,1,2,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_zbWq3Z28gaHItFf,11,50,American Indian/Native American or Alaska Native,1,English,NA,Employed part time (up to 29 hours a week),"$20,000 - $29,999",Some College,Female,Independent,NA,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_zbWq3Z28gaHItFf,11,50,American Indian/Native American or Alaska Native,1,English,NA,Employed part time (up to 29 hours a week),"$20,000 - $29,999",Some College,Female,Independent,NA,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_zbWq3Z28gaHItFf,11,50,American Indian/Native American or Alaska Native,1,English,NA,Employed part time (up to 29 hours a week),"$20,000 - $29,999",Some College,Female,Independent,NA,4,4,1,1,4,4,6,6,6,4,4,4,2,4,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_zbWq3Z28gaHItFf,11,50,American Indian/Native American or Alaska Native,1,English,NA,Employed part time (up to 29 hours a week),"$20,000 - $29,999",Some College,Female,Independent,NA,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_zbWq3Z28gaHItFf,11,50,American Indian/Native American or Alaska Native,1,English,NA,Employed part time (up to 29 hours a week),"$20,000 - $29,999",Some College,Female,Independent,NA,4,4,1,1,5,5,6,6,6,2,2,2,2,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R_21aNkaJIqNPo5go,12,30,White or Caucasian,1,English,NA,Self-employed,"$20,000 - $29,999",High school / GED,Male,Democrat,NA,6,6,1,0,5,5,5,5,5,4,4,4,5,5,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R_21aNkaJIqNPo5go,12,30,White or Caucasian,1,English,NA,Self-employed,"$20,000 - $29,999",High school / GED,Male,Democrat,NA,6,6,1,0,6,5,6,5,3,6,3,2,5,6,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_21aNkaJIqNPo5go,12,30,White or Caucasian,1,English,NA,Self-employed,"$20,000 - $29,999",High school / GED,Male,Democrat,NA,6,6,1,0,6,5,7,6,7,5,2,1,1,2,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_21aNkaJIqNPo5go,12,30,White or Caucasian,1,English,NA,Self-employed,"$20,000 - $29,999",High school / GED,Male,Democrat,NA,6,6,1,0,5,4,1,2,6,1,1,2,3,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_21aNkaJIqNPo5go,12,30,White or Caucasian,1,English,NA,Self-employed,"$20,000 - $29,999",High school / GED,Male,Democrat,NA,6,6,1,0,4,4,3,4,2,2,1,1,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_2SwTRfjy6oryQbx,13,31,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Independent,NA,6,4,1,0,6,6,6,5,6,2,2,2,2,4,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2SwTRfjy6oryQbx,13,31,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Independent,NA,6,4,1,0,6,6,6,5,6,4,2,2,4,2,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R_2SwTRfjy6oryQbx,13,31,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Independent,NA,6,4,1,0,6,6,6,6,6,3,4,5,5,5,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R_2SwTRfjy6oryQbx,13,31,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Independent,NA,6,4,1,0,5,5,6,6,7,1,2,2,1,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_2SwTRfjy6oryQbx,13,31,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Independent,NA,6,4,1,0,5,6,5,5,5,3,3,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R_8pupdGfN3Qxuo5b,14,41,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Democrat,NA,5,4,0,1,6,6,6,5,6,2,2,3,1,4,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8pupdGfN3Qxuo5b,14,41,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Democrat,NA,5,4,0,1,6,6,6,5,6,2,3,3,1,4,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8pupdGfN3Qxuo5b,14,41,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Democrat,NA,5,4,0,1,7,7,7,7,7,1,1,1,1,3,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_8pupdGfN3Qxuo5b,14,41,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Democrat,NA,5,4,0,1,5,6,6,5,5,2,3,4,2,4,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R_8pupdGfN3Qxuo5b,14,41,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Democrat,NA,5,4,0,1,5,5,4,4,5,3,2,4,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_sjyJc3k3mNUC70R,15,34,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Democrat,NA,4,4,1,1,7,7,7,7,7,2,2,4,2,5,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_sjyJc3k3mNUC70R,15,34,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Democrat,NA,4,4,1,1,7,7,7,7,7,2,2,4,2,5,6,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R_sjyJc3k3mNUC70R,15,34,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Democrat,NA,4,4,1,1,7,7,7,7,6,2,2,3,2,5,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R_sjyJc3k3mNUC70R,15,34,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Democrat,NA,4,4,1,1,6,6,7,6,7,2,2,2,2,5,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R_sjyJc3k3mNUC70R,15,34,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,Democrat,NA,4,4,1,1,6,6,5,6,5,2,2,4,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_abCZndMVp9HDQeR,16,40,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$40,000 - $49,999",Bachelor's degree,Female,Democrat,NA,7,7,0,0,5,6,6,5,6,6,7,6,7,6,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_abCZndMVp9HDQeR,16,40,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$40,000 - $49,999",Bachelor's degree,Female,Democrat,NA,7,7,0,0,6,5,5,5,6,6,5,5,6,6,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_abCZndMVp9HDQeR,16,40,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$40,000 - $49,999",Bachelor's degree,Female,Democrat,NA,7,7,0,0,5,6,6,5,6,6,7,7,5,6,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R_abCZndMVp9HDQeR,16,40,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$40,000 - $49,999",Bachelor's degree,Female,Democrat,NA,7,7,0,0,5,6,6,4,5,6,5,5,6,5,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R_abCZndMVp9HDQeR,16,40,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$40,000 - $49,999",Bachelor's degree,Female,Democrat,NA,7,7,0,0,7,6,7,4,5,7,7,6,6,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_3iJZMDVFsXvzA0i,17,37,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Republican,NA,5,2,1,0,5,6,7,6,6,2,2,2,3,4,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3iJZMDVFsXvzA0i,17,37,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Republican,NA,5,2,1,0,7,6,7,6,6,3,3,2,2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3iJZMDVFsXvzA0i,17,37,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Republican,NA,5,2,1,0,7,7,7,5,6,4,3,2,3,6,5,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_3iJZMDVFsXvzA0i,17,37,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Republican,NA,5,2,1,0,5,6,7,5,6,3,3,3,2,5,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R_3iJZMDVFsXvzA0i,17,37,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Republican,NA,5,2,1,0,1,3,3,6,5,5,6,6,7,6,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R_p9uz2N4rtICSFkl,18,51,Black or African American,4,English,NA,Employed part time (up to 29 hours a week),"$50,000 - $74,999",High school / GED,Female,Democrat,NA,4,3,0,1,6,6,6,4,5,5,5,5,4,5,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_p9uz2N4rtICSFkl,18,51,Black or African American,4,English,NA,Employed part time (up to 29 hours a week),"$50,000 - $74,999",High school / GED,Female,Democrat,NA,4,3,0,1,7,7,7,7,7,7,4,5,4,7,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_p9uz2N4rtICSFkl,18,51,Black or African American,4,English,NA,Employed part time (up to 29 hours a week),"$50,000 - $74,999",High school / GED,Female,Democrat,NA,4,3,0,1,7,7,7,7,7,7,4,6,4,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_p9uz2N4rtICSFkl,18,51,Black or African American,4,English,NA,Employed part time (up to 29 hours a week),"$50,000 - $74,999",High school / GED,Female,Democrat,NA,4,3,0,1,6,6,6,4,4,5,4,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
